IID,type,cp_pgs.background,cp_pgs.HAQER,cp_pgs.HAQER_SNPs_with_no_archaic_missingness,PC1,PC2,PC3,PC4,PC5,cp_pgs.HAQER_resid,cp_pgs.background_resid,cp_pgs.HAQER_SNPs_with_no_archaic_missingness_resid
HG01521,1000 Genomes,-5.30163,-0.04613859334574133,-0.16923152936927707,18.88371808893379,-0.6035022956243343,69.94384551819758,6.36444167798452,-7.8648406593106355,0.25417516877821444,-0.06101407641268079,0.033195315148612035
HG01522,1000 Genomes,-4.13383,1.4391122866039046,0.28797486899820124,17.805192534975852,-2.7569011511540045,69.2379005286403,2.138794477693035,-5.391704378226069,1.7387153125292547,0.39788305682960423,0.48085208144259384
HG01524,1000 Genomes,-7.2463,0.6375703424501222,-0.11264657907627228,21.597788925417447,9.039905080947223,25.008277164971844,-11.0083911395761,23.2266235030462,0.7623602887340104,-0.7953384296495636,0.09535913386413165
HG01525,1000 Genomes,-3.76574,-0.8817718368057675,-0.18750038474959002,21.57036051214551,8.45955877681847,20.94276584327972,7.548692213186757,-3.4672756231904875,-0.7851137492024605,0.8249094856627125,-0.10436983464206256
HG01527,1000 Genomes,-8.55826,-0.8521401551413287,-1.1955208563978315,22.607430772525777,7.9726063675745165,23.54198243436804,-8.916098308247824,-1.6369420804922483,-0.8386091057098992,-1.3488615527788128,-1.1300883605157468
HG01528,1000 Genomes,-4.80632,-0.09014015407821906,-0.49225075989905837,21.193705913126237,4.86525186185942,13.615228271567062,14.399646299998958,-5.982156168877991,0.011437579761780448,0.35691248583031027,-0.4236904685491694
HG01530,1000 Genomes,-6.1348400000000005,0.11440764175924463,0.5157697117491831,22.562899418144045,8.923005555422613,32.09561238179408,1.880013797301645,-0.4347018236404167,0.25392350272467573,-0.24586681334355076,0.6222226296089386
HG01531,1000 Genomes,-2.66831,0.7603584815211578,0.24400027905620897,19.67593053034389,7.647676850444525,25.779970097479676,5.7524139271624035,-6.166209366565032,0.8825123780403282,1.2784884429026289,0.312338112416989
HG01536,1000 Genomes,-5.7226,-0.19935123499531454,-1.3500786063410104,17.105209538611025,0.5046264421667281,20.558845679162804,6.371566029108196,-1.517291987896079,-0.10337237792560851,-0.1609755278261808,-1.2407949330391315
HG01537,1000 Genomes,-5.26258,-2.1233293882843265,-0.894327249552495,20.99531423922857,1.3460586021538579,18.18689182616801,2.3998119388783357,-8.927611598429053,-2.1201939312278806,0.052162128428913636,-0.8661429041742458
HG01602,1000 Genomes,-4.91679,0.20726679132305442,0.7472829940908481,19.25083171570187,10.974522804926524,14.450859340213313,-2.158507711288801,7.476179869084024,0.27684812119364216,0.31676533855682,0.8361981017211028
HG01603,1000 Genomes,-6.507610000000001,-0.03285884303458814,-0.9617441760444462,19.696900375705724,4.025430111715599,14.916547782891046,-25.119786944858017,2.5435209022893863,-0.13494118822276854,-0.5704979044296848,-0.9559742873131415
HG01605,1000 Genomes,-1.2702500000000003,-0.3397796394050462,-0.23600177071502268,20.246570686872452,2.0346723877334973,27.77497691101921,0.10024325267148194,4.943296864579863,-0.22663995739367399,1.7698834771085783,-0.10448398352821525
HG01606,1000 Genomes,-7.35579,1.7607993724994506,0.21134267917281765,19.20877547779471,0.8306479102415654,20.699690103560933,-2.690698336862058,-2.908228830694298,1.8242839353800357,-0.9031421994562061,0.25102465728921364
HG01607,1000 Genomes,-2.1174800000000005,1.0943342915852337,0.5314518265446729,21.255964318649955,6.28611029371406,19.918382948018042,-0.5356957904654481,-2.9371314293303907,1.1644564628791394,1.4813645622420202,0.5727447434352756
HG01608,1000 Genomes,-5.58533,-0.18844994742645735,0.8222984710507173,21.75211055407158,7.614219292106866,28.513554680291715,-0.39674450940710726,7.754473864495614,-0.054688820333514264,-0.03774885020418546,0.9571391743387233
HG01610,1000 Genomes,-10.20027,-0.9681893164425255,-1.2306035255794945,21.465265747262166,11.448620667642759,29.045845756816057,-0.7842783051190264,7.921106880801072,-0.8389772807130543,-2.001323250708078,-1.052539338915001
HG01612,1000 Genomes,-5.54689,0.8377576232600431,-0.38247595633062925,19.55703881588159,5.570611640747609,20.77859969728702,0.4927643632077169,-16.421512076845616,0.8640968879685944,-0.014923032088553449,-0.4052858601233334
HG01613,1000 Genomes,-6.904,-1.0958334836124157,-1.3748143131833808,21.49968992917811,8.99811469800574,21.342722799929316,7.892116949660288,-0.6093124952327944,-0.9867627009158997,-0.5414760492409735,-1.2480999387564458
HG01615,1000 Genomes,-4.20876,-1.3956188917559853,-0.24812711720638086,20.4535684946052,9.105751655653098,12.080483191032489,1.7126190507394692,14.795272310758449,-1.3131360082337709,0.611835323658645,-0.09070641119424491
HG01617,1000 Genomes,-7.42354,-0.5569134672538266,-0.1938055649250962,21.180439577991972,13.327287870696642,24.953359063198565,8.825584783572662,6.080244795953063,-0.3855173364322031,-0.7126054587022506,-0.025865228208343003
HG01618,1000 Genomes,-5.61239,-0.9171514700974219,0.17771505157011772,21.488735816022015,6.232629386792624,31.252774772835753,-2.199125431270745,7.8125901538712474,-0.7941261544119896,-0.08205504059550243,0.32658480338305584
HG01619,1000 Genomes,-6.04632,-0.342653615218654,-0.4206303799567696,21.912730791471937,7.3120764565704794,26.092078245549082,5.6749787509707446,-7.587506941388871,-0.24317774840000755,-0.2005376304042681,-0.35126467935160294
HG01620,1000 Genomes,-3.5501,0.5864333934907563,-0.541883844870351,20.418422640174917,5.2274939683807276,30.39231939859247,-3.9665887022674404,5.709380706928975,0.708006250160811,0.7997761289324554,-0.4020480481386626
HG01623,1000 Genomes,-3.66839,0.7135820475893347,-0.47123349264737097,24.074373191844295,7.770646103782153,29.059350910288032,-6.6117118184563335,10.516021373141298,0.8338189122426358,0.7769936457230628,-0.31581508123310453
HG01624,1000 Genomes,-6.73453,-0.7352981729260333,-0.06366017925118536,25.006163744615062,10.215869719385829,21.595010857431518,-1.9924216366942424,-16.51735913544611,-0.7406702389262255,-0.46967708494373944,-0.0999611528601594
HG01625,1000 Genomes,-4.5127500000000005,-1.1595564645830982,-1.4902476117811103,20.122042513046242,1.106779656742655,9.493620240844136,5.440248311988888,15.154564573008276,-1.0735388962446208,0.37746350269213125,-1.3106832679657194
HG01626,1000 Genomes,-1.6845500000000002,1.4005613696558554,0.08556241823579568,26.288635760537204,13.597462914489036,3.606596993515583,12.513994428210909,-3.1129119918770547,1.4864361358983362,1.863469580799347,0.12656922537027065
HG01628,1000 Genomes,-3.5209900000000003,-1.739009450174983,-3.292559114256587,27.408659836889562,21.448701035825405,21.995547840654755,7.750753202785158,-4.53891920803562,-1.6370577919354414,1.1331831077854737,-3.149054437492998
HG01630,1000 Genomes,-1.90955,0.7143748685034333,1.4832106904730127,28.393385695408014,13.74852839791723,21.863319930330725,-1.7548399978296112,0.9861129977352245,0.8013798488817362,1.6803811776381479,1.534430778374019
HG01631,1000 Genomes,-5.74153,-0.5149930614208581,-1.322271145054162,24.118940309521598,2.64013498026432,8.03363266187236,6.169062955082436,-1.5096176762060016,-0.48484543613524655,-0.1108718188574785,-1.25986023208523
HG01632,1000 Genomes,-3.9496000000000002,0.6520393241324233,1.729112717317756,19.79682582323159,12.549180985584828,14.078133990190938,2.689537365537221,-4.897674492759363,0.7118231769984635,0.796056774843801,1.7349027941015414
HG01668,1000 Genomes,-5.81417,-0.20708123890777683,-0.47026346492806226,19.27977707287082,6.440484188781943,19.261381409010525,7.865591198181513,5.485983134897339,-0.07429555491054285,-0.1085878869909636,-0.3272091871094647
HG01669,1000 Genomes,-10.6735,0.6465886803479949,-0.7100219828838508,18.384445575505175,11.642809114009438,21.750567481312807,-0.14900127381188938,13.949461792690371,0.7946733897314119,-2.2010425822508592,-0.520101299358387
HG01670,1000 Genomes,-1.59334,-0.9101151844847959,-1.1551030347599711,21.7198669629786,6.535068351864092,13.591194584128186,2.8465385521214763,12.565066040114353,-0.8198444262163247,1.722951164835942,-0.9906603377157585
HG01672,1000 Genomes,-7.04266,1.415724069637993,-0.14384913738070074,17.21544569102869,-0.27126469823149907,7.913713912523253,-1.8767659768534939,12.050591290484943,1.475662411975582,-0.7767340541583655,-0.03722215255510158
HG01673,1000 Genomes,-7.90731,-0.4360082778537754,-0.8802618476225194,21.167869715150715,2.597606227571163,24.994251949261752,0.2687769775791108,-21.006805004865093,-0.43310480571154847,-1.0926197659224894,-0.915549667398352
HG01675,1000 Genomes,-3.39279,-0.02175935023720639,0.5167397394684917,22.676660154872774,3.5567236350870286,35.277993580170516,1.4700299779486614,6.090699069443614,0.14404920999790446,0.860142649085093,0.669595651952697
HG01676,1000 Genomes,-2.38226,-0.6686021135274806,-0.0012550626423288125,19.71511088773253,1.570772406875841,31.49807123912815,-7.405285764342045,2.8410379758679065,-0.5972168613735642,1.2422431239175633,0.09920699312294647
HG01678,1000 Genomes,-1.5461600000000002,1.0247642563730732,1.4954977082509222,22.024450166229094,5.029901934088873,34.17851249624262,-5.130980181265453,1.5556851507228415,1.146109504623656,1.6685410809540921,1.5770975095030924
HG01679,1000 Genomes,-2.9251500000000004,-0.23671292057221557,-0.7483380777965427,21.38508972495691,5.8954249202504565,26.35675088411202,-9.02070249946358,-8.228725408771968,-0.22874744021300536,1.0836804006282672,-0.7262260519527873
HG01680,1000 Genomes,-5.12618,0.7238887194726178,1.1147618284222762,19.237455519846854,10.714202496627728,27.761359263902218,0.22725907853715152,-12.203242755884268,0.8032918145964054,0.22971850790119983,1.1188216946527398
HG01682,1000 Genomes,-6.38014,-0.6544304396879662,1.517808345795021,22.203328681676464,-0.9196806199204867,34.15431637346734,1.9908016988036181,-5.822520114557017,-0.5510671653293375,-0.49822629415177344,1.5686588473553122
HG01684,1000 Genomes,-5.09085,0.7342944939701631,0.044336240165177884,19.011009023386027,5.879991089016553,30.43776016788293,-3.5075273683849564,-10.912582503352922,0.8008860488800464,0.1522119164164579,0.06836905147925124
HG01685,1000 Genomes,-6.37263,-0.7199372677153711,0.27956796209752616,18.560129466606412,10.220373222273466,9.247271392923682,0.64869087408607,-1.5684103067732542,-0.7053493160452864,-0.303814478863056,0.31051410142167796
HG01686,1000 Genomes,-3.7502400000000002,0.15434599530696658,-0.22145135492539286,17.415953117982813,-0.4506451838262029,17.45049967258865,6.640260742606698,-14.223383374813935,0.19345856914176848,0.7058687011756855,-0.2264559757376118
HG01694,1000 Genomes,-3.78627,-2.995927906864204,-1.7864294087433523,23.905635573430068,14.994378347044385,15.34459451368533,-2.2477526595227517,-5.772703453170028,-3.0164812724908168,0.887837682142427,-1.7360614070357558
HG01695,1000 Genomes,-6.50685,0.42420241394331043,-0.3655004712427278,24.45198144652156,12.017587931942579,29.019207461927586,-7.26143365536331,18.302855814117216,0.5714749551099645,-0.4104437554804965,-0.15976096511012022
HG01697,1000 Genomes,-4.91507,-1.0681838542332236,-1.1251938467479543,22.629249335167227,11.242796495435645,29.569440305843692,2.6656834794578352,-5.887077584907713,-0.9697412331960269,0.33467499618483354,-1.0276161941033037
HG01699,1000 Genomes,-2.93283,1.1196054582221298,1.1774902876042357,24.124788423127573,8.034823591021075,21.177830648847802,-15.74149240081126,0.9657054098065717,1.117892908249371,1.0874022306384155,1.1842783857764212
HG01700,1000 Genomes,-5.06104,-0.13206055991118756,0.17351159811978017,20.048198109538934,3.6001809714426174,65.7845849366931,6.839445427539528,10.387721941528197,0.2245926807914299,0.09883941876992451,0.47999483738287085
HG01702,1000 Genomes,-4.41845,-0.46058572619083504,0.5044527216905821,21.7298203500292,0.21086241554369017,63.2715145652125,-3.0922470573439202,2.993560650046135,-0.21545510922860567,0.3022394155128545,0.7101658628454494
HG01704,1000 Genomes,-3.72004,-0.8554105414119859,-0.6810828225911427,21.3631593072258,7.985008347249791,11.439536934172098,-2.506587688209085,0.7271927011523265,-0.8489409074143464,0.8076193042892938,-0.6259474814650277
HG01705,1000 Genomes,-5.15265,-1.0640215444342054,-0.4004214691378392,21.77048137225951,9.924597801665792,13.364660047278344,7.042202780267442,3.4470110820340993,-0.9802639551874861,0.24339690897051003,-0.2930957426104405
HG01707,1000 Genomes,-4.86764,-1.8025342259171413,-1.6947617892686848,19.737200764134535,7.78589029880995,16.71359585810663,0.34269760904787455,-10.921139681095367,-1.810709495937551,0.3157024060621939,-1.6691330081955924
HG01708,1000 Genomes,-7.787170000000001,-0.4312513523691833,-1.4006817190316116,17.642968135759308,7.037776548605498,14.005938993849423,4.431442225847527,7.432040837058308,-0.33773021411384263,-0.9719463494027049,-1.2539334994308335
HG01709,1000 Genomes,-6.94614,-0.35880734134341485,0.6609505270723781,21.68236618472387,8.005979287270888,14.09174344914822,-6.298110987546629,-2.172955884252852,-0.3670829180452015,-0.6189125348027751,0.6679593561892906
HG01710,1000 Genomes,-7.97386,-0.22759548006008062,-0.8401673685577618,19.048779927574095,3.3410058274471193,10.563013552371261,6.648888477681659,-13.101533655647014,-0.2171032559454205,-1.072982849263976,-0.8467650766418682
HG01746,1000 Genomes,-6.70518,1.2206901247697135,-0.1423940958017377,21.386050825744473,2.3262095431625704,29.9172710772173,-2.959382609848469,3.3342862928890544,1.34141420673899,-0.6151000783712082,-0.02736829187727444
HG01747,1000 Genomes,-2.29141,0.5037818131959669,0.5730013471883935,23.636308187969416,4.327492071274013,36.65781904081336,-6.238971240362051,-2.5052738877080145,0.6047116168303778,1.329708080613658,0.6469545814597037
HG01756,1000 Genomes,-1.13534,0.8291356958192198,-0.24958215878534376,22.660641479347195,5.987905495437088,22.59527517256072,1.6483821764492899,-0.5685428545778738,0.9285337683003682,1.9103469414335776,-0.16421514645428478
HG01757,1000 Genomes,-8.61178,-0.27308358000649324,-0.19897904609474237,22.05452366609012,12.240452887637856,20.005880668606423,11.566405957735071,-0.8140638183474274,-0.13181281057882,-1.2221135660381137,-0.08479655810342003
HG01761,1000 Genomes,-4.662100000000001,0.12729098161334856,-0.5472189973265486,21.778710310653686,4.73598715497976,26.256927381623516,-3.920623165668105,5.633145846071758,0.22119470219455548,0.31432032911565816,-0.42285962656411735
HG01762,1000 Genomes,-6.68602,0.5576936353546783,-0.030840908081242773,18.05174467737754,-3.176395544980541,27.938954546080602,5.5065799707971745,4.286727431261826,0.7089897701787486,-0.6567301529478379,0.1085965833997576
HG01765,1000 Genomes,-8.60088,0.6738418992701376,0.6937697982423208,20.59150827798326,3.6969315129325535,24.489399833306088,9.935065661109416,-6.618416704441678,0.8059010362668831,-1.3545841110658128,0.7560114986471218
HG01766,1000 Genomes,1.55409,1.2536912953190718,0.36428371625048184,22.604914058601626,8.3473752671498,24.981680222316932,5.706638034676543,1.8590743457637617,1.4080227852202867,3.131913859240629,0.47779599316149474
HG01767,1000 Genomes,-10.33713,0.06773031044168391,-0.24295363603673475,23.819295105326685,12.554224571917182,23.693202885712694,-0.15857352250589865,-12.905549419668459,0.11310252308468097,-2.010822952384302,-0.23596553235330114
HG01768,1000 Genomes,-3.9301,0.5757303111504238,-0.2314749746915822,22.99894348374409,5.903457109012171,22.618247919248905,1.1766407177271332,6.51444888743687,0.6947693163405058,0.6784868368451827,-0.10202523768582492
HG01770,1000 Genomes,-8.63686,0.6006050673302703,1.8867422217054122,22.20995674170378,5.194901412872425,23.73925794067337,2.4242817995536075,-7.830869575704325,0.6786401913881485,-1.3739030997245414,1.891261286759605
HG01771,1000 Genomes,-6.49805,-0.26039844538091406,0.4134317873621203,21.128503759293327,5.9464772067491545,30.292974252256126,4.130634634655338,1.304685760390091,-0.11794710750150438,-0.4407571754478375,0.5335560454555468
HG01773,1000 Genomes,-10.21312,-0.746397665723415,-1.0920512330049084,22.340191689917845,1.7045543849526141,27.92040079893529,11.222376483957376,9.35912598939444,-0.5558927184571588,-2.103128370318635,-0.8806995930715132
HG01775,1000 Genomes,-6.16635,-0.6373847900348443,-0.17602172340443764,19.512152869499868,1.423612760739358,19.458429522760827,4.049566132444958,7.176171856227654,-0.5349806583655271,-0.3546688292480759,-0.04442811387871746
HG01776,1000 Genomes,-5.75526,-1.33645463104137,-1.9246583587448352,19.134134620710313,0.6665860865072394,30.75636556155605,4.510243704315409,5.4426005024374895,-1.1964583880826218,-0.20044711570767498,-1.7345387863652308
HG01777,1000 Genomes,-3.49262,0.6137857150271613,1.3417483147405007,19.9965173847215,3.3343747588465193,26.850748760473486,13.457043053831788,-2.1676636602526633,0.7940504626279772,0.8792788055394546,1.4408687090902046
HG01779,1000 Genomes,-6.0479899999999995,0.7623405338064045,-0.7822890479723454,20.627671129804433,1.7221637903256881,27.934444546150093,0.5197309027675235,0.8494594995322827,0.8788232289251231,-0.3181657022127951,-0.6662805334272918
HG01781,1000 Genomes,-8.81015,0.3313432643795006,-0.6277312980291668,20.701691098506167,3.294968774405435,29.734738992831964,-3.807782434566947,-1.280311571653392,0.4177399050443326,-1.5204889293845356,-0.5357673667000786
HG01783,1000 Genomes,-9.63399,-1.5141456184137405,-1.1793537277426873,21.14321883324585,7.511939243771854,23.369651052401267,9.744591544264267,0.40428742572311804,-1.3886804577724439,-1.7545713869079125,-1.0378964856838524
HG01784,1000 Genomes,-3.8239300000000003,-1.1796742952783528,1.4634867935137366,22.271650728337153,5.736579532027219,20.514273413628842,0.3483448870699935,-3.4251821232201496,-1.1380800009575922,0.7312108157398277,1.487726325105133
HG01785,1000 Genomes,-5.34538,0.1017225071336656,-0.2010807728199112,17.56842910401269,1.8615344760488863,14.0067294532805,-1.9668484681626428,10.255173869582842,0.16644138314804893,-0.010173503172407325,-0.08414800145466413
HG01786,1000 Genomes,-7.21575,-0.6592864677868208,-0.17828512141615785,19.65022109767198,2.7610423924169294,19.778692265696893,7.875406253183025,7.702650495908207,-0.5283278453897127,-0.7790260624626036,-0.028255603250406016
HG01789,1000 Genomes,-4.0636,-0.36742926878423815,-0.22872656282020787,-0.9922971560553914,-25.150317279680294,2.1202900150229005,-11.097563206543876,8.670993297309543,-0.45450238568531787,0.10807114377427252,-0.19662530013059132
HG01790,1000 Genomes,-5.4221,1.7561415496291208,-0.25556399638774713,-0.39388195611911386,-20.517092280312166,-4.959578847861799,3.7919463560408495,-10.906003601998389,1.6920241829053937,-0.3261267047556224,-0.32037850909391
HG01791,1000 Genomes,-4.69387,0.22213218346240513,0.548265640346023,0.13380983027478222,-23.412547505913146,-5.550099284177778,6.67130580801369,6.052229310465882,0.2090990243290277,-0.05450640659679656,0.5840760369949612
HG02215,1000 Genomes,-6.7951,-0.4322423785118066,-0.16179465018791075,-0.9533002361216113,-23.080722596050645,-2.9990901038608944,-16.23318230301833,-4.002695650369984,-0.6197563192321605,-1.055765133420791,-0.24565348485895402
HG02219,1000 Genomes,-5.17793,-0.5679138574369461,-1.512719920611761,20.49624755613571,5.251340028516794,14.347925867046547,-0.5667338296398625,-6.92681483451108,-0.564098481820533,0.13903588722591914,-1.4781623559409967
HG02220,1000 Genomes,-10.30832,-0.9600629020730138,-0.5249083597824497,18.17698265294263,7.695021749867496,16.572384928027684,-3.723425208899304,-1.712151335965223,-0.9459907470628274,-2.091740139261872,-0.4730629476699348
HG02221,1000 Genomes,-5.21873,-0.5264889646752893,-1.5783584629516465,19.96561496479365,4.343506710270209,19.003443811781818,-3.0380779154164728,2.8456663374486317,-0.4800565561981292,0.08036581048905848,-1.4721848238801378
HG02223,1000 Genomes,-7.34304,-1.1140683646366856,-0.8235152260429631,18.899285433988894,-1.3965583912199768,19.656084504700118,-2.7165926834228866,-5.3174010926422755,-1.1098800080792743,-0.9273840144689948,-0.7857786067245992
HG02224,1000 Genomes,-4.58359,0.3496772480180329,1.3582387859687477,15.651714787481177,3.405792891043048,14.325469590017892,-3.814455163122182,-14.218305890196978,0.320370465438549,0.35989103773957043,1.2846095921815803
HG02230,1000 Genomes,-6.14652,0.5169624608928579,0.3730139657242597,17.81448050302297,3.2633303291680287,11.669078163819593,1.758574026387765,-11.680711596999187,0.5196184373206012,-0.2992241133300612,0.3418061942802629
HG02231,1000 Genomes,-5.2091,2.4891044847133657,0.9202712707008913,17.10982629446778,5.991139738697123,10.631984849240062,7.214174169071381,2.1812866919608362,2.605896853490789,0.16065000200010493,0.9879188592867003
HG02232,1000 Genomes,-10.81904,-1.2463703546769056,-0.9722528096702899,24.21392807287782,9.577628934855785,22.736556649778983,5.877142270430893,10.32981734351581,-1.105569411841657,-2.2626473260410673,-0.7858945919505671
HG02233,1000 Genomes,-4.0170900000000005,-0.4540449536495208,1.0974630007612718,22.850218473810795,12.209751365985841,14.18709476724549,5.0046952031238945,-8.538994941409754,-0.41218548650229136,0.777668135784878,1.0956360990125498
HG02235,1000 Genomes,-8.01519,-0.5941760502164655,-0.5355786646948449,22.067742101138947,7.724042116173537,23.962792265592018,11.425715357689231,5.059093923449817,-0.4251293649281609,-1.041162277968168,-0.36874002351861335
HG02236,1000 Genomes,-7.840660000000001,-0.5336243529021775,-0.1747283531120261,20.306167311301262,8.324792603484468,16.076827730249452,-1.2499321633869511,-2.2650923849138733,-0.5031323308683752,-0.989552050337457,-0.12790519033254757
HG02238,1000 Genomes,-5.7250700000000005,1.3603257082653464,0.4855371811640633,22.24618970446388,6.728508869439501,32.29554570862866,11.728171433962308,-7.720417273724761,1.5489379402574792,-0.05346491586451134,0.5767169998633153
HG02239,1000 Genomes,-8.90234,-1.458449949198307,0.35280505490532954,22.425102582710387,15.571871040007728,11.90070327972179,-2.316354568110268,5.948595557634991,-1.427010923880898,-1.3488915813396833,0.4312469582951701
NA06984,1000 Genomes,-3.72485,0.8214056919067576,-1.354443731077899,-0.524728946262057,-18.616051114632654,0.4503201064292042,-11.70569475384013,0.8595283992285386,0.7207704438722922,0.3622503748210113,-1.354486327292063
NA06985,1000 Genomes,-9.96205,-0.19657636179596905,-0.2827247725283894,1.2161784732315817,-20.605444976404215,-10.773982383796293,-11.648374638169011,-14.143387968399857,-0.42433559998735976,-2.36084566969881,-0.4404047817093121
NA06986,1000 Genomes,-2.71874,-0.6048791325567978,-0.5674279081454789,-3.2464696699976496,-26.419907105853646,-1.805098679350671,-4.365764221960829,3.1691921215585332,-0.6932341097868031,0.7130521970745897,-0.554084372499854
NA06989,1000 Genomes,-2.4973300000000003,-0.2609930610664881,-0.7122853808955711,-2.913811103629719,-20.8334354896225,-2.0990113927234657,-12.203394622033285,2.2625221755379736,-0.38872880291836087,0.8636616238647904,-0.7244536544863612
NA06994,1000 Genomes,-2.3617200000000005,1.8503881357926033,1.298258738658163,-1.416752053119205,-21.800488866833074,-5.372491007255843,3.0211561308938566,-12.286255323551309,1.7746218218729362,0.9906628077279401,1.1917526131232752
NA07000,1000 Genomes,-4.3589,-0.5115244699216763,0.07861055291408361,-4.858527421905681,-20.305154645130656,-7.6769160719245,-2.2004264590543183,-11.80274278909168,-0.6578515115462652,0.11781544182683411,-0.022171226935595714
NA07037,1000 Genomes,-7.84168,-0.4302603262265599,-1.259381014585651,1.0628019100522592,-20.977620024411074,-3.5354014394808444,-7.633452032874568,-6.596389613269457,-0.5754751785038347,-1.441727649890102,-1.3130932724486495
NA07048,1000 Genomes,-5.98989,0.7336007756703268,1.638091782989294,0.02543374604889033,-24.52668875309316,-1.6066775359372465,-19.512184972848512,6.783076848187764,0.5869124372590451,-0.7500344038096423,1.5828184239739977
NA07051,1000 Genomes,-6.07424,0.4135984342172403,0.23737175630759977,-3.0182332168609705,-24.131092166010202,-1.6052661353730193,-10.5380128422489,1.112165293404005,0.2989028937790879,-0.742874878385961,0.20435431432309678
NA07056,1000 Genomes,-0.7983200000000001,1.4302921539345566,1.6684859848609654,-2.4411159572659833,-22.6472981636137,-0.682254085529581,-9.531794407836038,1.788018295602908,1.345314996026407,1.5890580443174773,1.6206844424878606
NA07347,1000 Genomes,-1.96201,0.26841310432291654,-0.4683234094894449,3.5037827160618344,-14.65449568614565,-6.173100039297643,-11.29141769674395,-16.01408857072283,0.07146733184729102,1.2253446477633696,-0.6155673452718509
NA07357,1000 Genomes,-4.5047,0.04285555426183729,1.7229692084288013,0.3998790361024988,-19.85124975519625,-8.190649877663311,-10.86372199002639,-1.4629418604807083,-0.11536445690763468,0.02272642203184989,1.623873412348347
NA10847,1000 Genomes,-1.8029200000000003,1.6407861066277603,1.0583385494158226,-4.12778399449126,-20.855080776698887,-6.36849762284481,-6.734788037201425,-15.790085123714139,1.4878968202794858,1.211802531357294,0.901195848569112
NA10851,1000 Genomes,-4.14501,-0.8630414427101858,0.41488682894108325,-6.2612375000122,-22.440883249442987,-3.5957888630279853,-10.439726129814694,6.475524498615187,-0.9799272611151378,0.12052524280493317,0.4125913383167639
NA11829,1000 Genomes,-5.19003,0.11361482084514597,0.1786850792894263,-7.92761671354351,-19.65392169794281,-4.198896749681056,-5.210519141280101,-11.962043245349776,-0.023191562928937662,-0.2566840914682678,0.07999444710337782
NA11830,1000 Genomes,-0.49409000000000003,-0.019281784880648065,-0.911949419786602,-5.2806696232916766,-17.150925045038385,-8.385062932170426,-5.828853991484155,1.409453156364284,-0.12927461426120676,1.8281329396772097,-0.9190358483207444
NA11831,1000 Genomes,-5.33159,-0.07140975998263736,0.537271992860525,0.19777300614995175,-18.796957741720764,0.19883943815765628,-4.823185342451097,-3.942770642118389,-0.16288094522829083,-0.3094918923061951,0.49225996543159944
NA11832,1000 Genomes,-12.53903,0.291504013446041,-0.6071990446371337,2.4210588449932264,-13.880361787492832,-9.166318986710781,-14.169323353297182,1.8058815586452808,0.1320981583193548,-3.413958262460177,-0.6526899730516867
NA11840,1000 Genomes,-6.28937,1.2013651149885578,-0.08952758509941616,-11.003176017670334,-11.802316079273393,-2.605303415283849,-5.248884947673443,3.9449711122198488,1.1616211635353682,-0.6416532662264006,-0.06354459276556089
NA11843,1000 Genomes,-4.6471,-0.03454358747704785,-0.03310430609296281,-2.953876830142364,-17.496205986767634,-6.344448992424577,-2.1281878135166155,-16.450006467389148,-0.1817476715697343,0.038785919110556226,-0.1570430344594162
NA11881,1000 Genomes,-3.4289500000000004,2.0505754166025243,-0.38570938206165795,-3.3707313064017885,-18.79550767319477,-9.91929338432217,-10.68316499775729,-13.61745411159017,1.8737703642324024,0.5198856582502911,-0.5255622630376501
NA11892,1000 Genomes,-3.60527,0.26375528145258675,-0.5494823953382688,-0.34114706235974296,-19.183019963460794,-6.944781655665928,-4.820685917144543,-5.478111894196576,0.13814401201124865,0.4514909680923929,-0.6073773154237703
NA11893,1000 Genomes,-7.79039,1.1493362425008309,0.8612612511096148,1.659925785545887,-20.230804661748454,-6.221782485848897,-8.650147105240483,-0.9581878220210975,1.0303659434045742,-1.4129253566293474,0.7934158143026169
NA11894,1000 Genomes,-2.15731,0.5515492732704135,0.651411921165843,-1.2317637828794683,-25.798130441218266,-0.27257040618134937,-9.328629058593652,-0.54523031494697,0.44234711647566044,0.9515085927403617,0.6048310300050569
NA11918,1000 Genomes,-5.86909,1.0936405732853973,0.2330066315707108,1.2620349888444622,-26.25863856647853,-6.43909682425589,2.2883356924084355,-16.38203969304056,0.9731346374422147,-0.6039961357121248,0.10640956316022665
NA11919,1000 Genomes,-5.73844,0.958266402203045,0.3324344727998478,1.3755962777925999,-20.34608640742754,-4.806411150170309,-7.600208215988014,-7.620954724716847,0.8245880034146995,-0.5091090178648898,0.2389895599409673
NA11920,1000 Genomes,2.5553,0.4612667916774245,0.6268378856100237,-1.811422368504799,-16.27746369611899,-3.4334439594554036,-6.385872854353917,17.290886468850847,0.43606370349070567,3.153265721080214,0.7066658433580526
NA11930,1000 Genomes,-3.17767,0.21261833249322068,-0.9501038434127423,-1.8253687973236377,-14.765462698050447,-17.449461409062458,-2.585982063910892,-14.007367364531996,0.027268509589076183,0.7363046148785095,-1.07714297140932
NA11931,1000 Genomes,-6.88002,1.8615867312042473,0.578983184790797,-1.1088909376793004,-22.41582421344393,-6.425109234009066,-12.685961751372608,-20.571983338672062,1.652612106921526,-1.0474022588915297,0.3746526322985712
