sample.ID,population,population_description,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20
HG00381,1000 Genomes,Finnish in Finland,-117.71958672318459,34.9338310336046,2.944834788196067,-9.531359985675074,-15.426968045781855,0.882933189480439,6.696204010560073,-44.2648288506006,-0.3137593303941831,-6.594889077395593,4.707928167573674,-5.509644180496113,16.654459950587704,-2.9401366340679846,-30.93669945081712,-11.124349936520602,-1.9187698982293824,13.568439633853178,-40.00381914435768,-6.089413259697716
HG00382,1000 Genomes,Finnish in Finland,-128.06360639583505,41.08223429139739,9.825331795312227,-6.442824699706381,-9.640150964642944,-11.407362510315089,-11.527197121359459,-14.383853760468792,2.049123687238233,-23.82069978263608,-15.970960798956925,15.706983655274747,-0.8513351088263074,12.16043755132817,-15.09913815558594,-10.411913114801404,18.087384283472584,-0.894524959363169,3.525961100515365,-31.68457039526718
HG00383,1000 Genomes,Finnish in Finland,-132.13455060089848,48.778554907657515,11.433925436278262,5.480444937993877,0.7196842139131985,-13.918190633255733,13.000893538489994,-5.7584845371138815,1.5136679715123411,-3.957676299395352,16.47755254875875,13.679312581837724,5.734982255334048,-19.466251769623543,-10.679154292654273,-7.474642304068304,0.7548695768619786,-6.388141793677327,25.011977334879344,-28.24818366287603
HG00384,1000 Genomes,Finnish in Finland,-114.1433103953346,24.269879204604806,5.473241612651563,-7.658150291397775,-8.830998008616902,-5.207443154757557,-23.70627330473602,-15.528598365964625,-8.136775230903739,-18.456258379488027,8.520406392442455,-11.393239077252185,1.516777855025932,8.694740322356981,-9.347830256231639,-22.588467069196838,16.44537314991931,-30.322393865946403,-5.857127796063881,26.392743376749667
HG01334,1000 Genomes,British in England and Scotland,0.11332452863327151,-48.11603824228199,-8.568569887550243,-12.288981688266702,16.765614035704104,-0.47954596386858106,2.2610569693128624,-6.65946624346534,-7.218352095312244,-21.022439426469493,-10.357898651119658,6.010172838181848,-17.57203304624952,-57.119758973476976,2.940927082258357,-31.90313152574168,19.268437938096486,41.76485355408436,-3.829756982976089,34.127094759513184
HG01500,1000 Genomes,Iberian populations in Spain,43.937734462703204,28.571389218928882,52.691759523743045,14.696452408298974,18.180494206937087,1.4032918581936524,-6.88515774403726,-7.367789682061339,13.11346846284194,-5.4588564097232934,34.89728618926534,36.56519745389825,-1.5361822535021272,20.805630360460263,-6.708415156778444,-11.508075594824762,30.54062994367008,-0.7030492632888077,5.883734386668063,8.836101148208769
HG01501,1000 Genomes,Iberian populations in Spain,37.34737740269077,22.750977136428464,53.302245870481904,11.985521043467436,9.8229314840193709,17.839419108942817,14.043406001328089,-12.427263884793703,3.4439480532892555,1.6207357066679564,2.0655766023044677,36.3909327637984,-23.441746524776367,-4.283886614530338,33.45193209701019,-2.5497374000317636,-21.41114004706096,-43.037347962093776,4.693076899642838,-30.29226056762567
HG01503,1000 Genomes,Iberian populations in Spain,42.70731763739935,15.410538340245122,60.21350169079905,-1.981559241542976,6.878208555116058,-3.068250401656336,-18.70940812761902,10.397753610278919,4.595071125270316,16.943527180089742,-0.15042158043519663,-5.558066697649192,20.285660564853167,-16.82553455455565,-11.83628965407934,-10.34354169223846,18.124460657640714,-13.492477226691062,-4.886003378237342,36.20319414289671
HG01504,1000 Genomes,Iberian populations in Spain,48.45267606696528,24.700593371124096,71.54319167614426,12.01302742771252,-8.862963313466176,-24.924609733716526,7.936942435499254,-0.6692039458339427,27.039000855958793,41.5821747781145,-47.30128742423672,7.560897133790155,40.058739521132864,18.68794111131537,-10.748973700636585,-2.1721476330065204,-41.02594999673424,-22.92171055278198,-10.59228309259298,33.410674056606744
HG01506,1000 Genomes,Iberian populations in Spain,46.50487497219233,11.744344637294665,50.293045167901894,1.9111638530707933,2.9443425595559827,-19.970337457563772,-1.1163823832082311,17.69158948835227,-18.213140911948,24.986029370998903,22.634055260386514,43.4327513109308,-16.904312052888237,9.226811325214584,4.33704197848371,-33.38349607180144,28.95778785475569,15.884056822151935,32.94698278981926,26.639903991622788
HG01507,1000 Genomes,Iberian populations in Spain,46.79990039971746,15.57851573254236,64.57621586641402,5.446383015028223,2.114702179845958,6.8450423867682515,-0.6941677052967962,0.6367185292996983,5.46633410681325,35.67373545234529,-11.72001582525364,-65.91009741997512,25.452962831741427,-10.922964103719877,-10.007924867729008,-13.784583690284322,16.13947283312582,28.17547454381706,4.872874038001172,-14.583113496685534
HG01509,1000 Genomes,Iberian populations in Spain,46.12991552325614,19.285898008394387,58.26561654850218,6.7544989009161025,-4.333569649164668,8.014948556646285,27.598000503490404,3.7734482994046017,-7.360810113619253,21.135623287367956,26.493267735139078,77.6880658663357,14.235944437498443,-2.8355227556017124,0.5782812399846631,-1.1434949520094293,-13.931213557294171,1.076050327690143,47.38932996864469,19.672826125257778
HG01510,1000 Genomes,Iberian populations in Spain,43.296696845651304,14.953580965220892,54.02972464621036,-7.947774590664122,2.797645997625963,-6.819324033175484,12.926420558219888,0.9337623589044577,-9.051102778554508,11.267253556159973,-6.907548665053095,-8.213642633814478,-40.73228098966501,13.167846668695162,8.624632087245294,13.042471790594243,-23.875494224178482,5.476708775277043,30.577053993963023,-28.139390725193422
HG01512,1000 Genomes,Iberian populations in Spain,45.43923531799372,10.003703603878362,87.97841593452769,11.376230573599639,-6.219451054813309,-22.204412182103205,1.0123162079458163,-5.610449717036026,15.725489171890993,-5.812395277114715,-20.2510571331451,-31.0160182522154,-54.56078439552293,14.523300338710659,7.502275812107477,-24.41639897055913,-4.209798067085801,-9.917876615948478,23.333497188491815,11.662429725518384
HG01513,1000 Genomes,Iberian populations in Spain,43.978247038898886,4.750041274940745,67.99134853316377,7.590742046783945,-5.722328225619478,4.482882694954648,15.933147413596338,21.430692436063534,6.476288914669556,1.5831008108205358,25.294206516705863,33.79130922627208,-5.872276524799417,13.760658412690994,9.801274922095779,-1.2113563993546288,8.24735188436765,16.010330886276662,-1.5601019148472561,-20.931885826992378
HG01515,1000 Genomes,Iberian populations in Spain,40.48995516855723,-0.49570784295076137,122.8995930471868,9.476925287204553,-6.512494699752635,5.651294836680596,-12.287215925356808,-2.214074438566251,3.043259592012885,5.857096906354703,-33.87705434901726,-43.76945761596616,-34.15934060285856,28.8733559485726,10.774049469763767,-20.423487287359045,-11.891932616713543,-10.362200440632504,-35.13152694806469,-9.914629977875657
HG01516,1000 Genomes,Iberian populations in Spain,41.776258824948,-7.756443923920853,135.16183123832855,9.092898856940087,-11.026554684710257,-2.452154552587618,5.4057802157233805,-10.0258603044186,19.835067200648464,38.14190572811995,-65.11159584244524,-42.07237361012985,-6.940018676092055,16.530787606730843,21.49310763053605,-74.34605580146626,0.8333709306146522,21.671718793829843,-29.427455475847363,42.362116968952684
HG01518,1000 Genomes,Iberian populations in Spain,43.61493638754759,4.620451133323331,111.81479223912994,2.5390844961292,-0.6519403959785403,18.723176068618088,-13.565090418918132,-16.456214678771488,29.164779215478998,23.720464268658798,-40.34674002109296,-2.858094795963395,-13.820073110639045,29.657425212854072,-15.394544119451702,-23.23836189306929,-33.21419571888663,-0.7261863174138186,11.604917584694375,40.784461782846506
HG01519,1000 Genomes,Iberian populations in Spain,41.441755438799035,0.35352433176213294,120.78802968888083,22.333314156756852,-4.02917449492198,-9.941202808408956,4.6380252702611005,-27.33297203914679,17.242978777200214,23.477517360495092,-49.344546691496824,-54.949893096007074,-12.021528962128949,34.49586541652662,-22.77593248779442,20.281848583051477,-61.49714847772791,12.675906006743665,-2.6962647722248434,24.635915483145975
HG01521,1000 Genomes,Iberian populations in Spain,42.88256002455771,-2.8407127787483653,142.97353780936314,15.240453825766092,4.053252410835425,12.379989071891293,3.8776789086272343,-33.806250676757244,-3.679683508434783,29.044941595996153,-75.00333933427856,-59.96611240178399,-8.491491676466202,-9.910681024906317,-39.870134351578606,-24.720799590103805,-31.931225295636022,-12.315210856980928,-36.71047638009969,-11.462754243133615
HG01522,1000 Genomes,Iberian populations in Spain,41.54593575256417,-4.146095750258048,152.1988655122946,20.51994449260762,-1.880621899475026,-15.042637744742462,28.33699095560808,5.500573604840483,17.575662467916253,55.22964146022075,-65.55226906063783,-88.06827192872665,-49.7545321155539,57.52672963182156,-23.463200094629947,-48.8034540257316,12.212231772320163,-13.228186345293208,-57.91101142515917,-3.0545783590305655
HG01524,1000 Genomes,Iberian populations in Spain,46.64638084790939,20.359927511721747,63.92511150145693,-7.079659174941826,-15.874299377037396,2.7346788738709114,27.025489225742763,2.7891632745737645,-25.649199534431677,4.186353795123198,23.98635934771699,6.688727139020808,47.141269851295625,26.06632936127346,34.820419465746284,-36.66444177987662,-1.7347049251911264,-14.89626580425386,12.531550840463531,-13.159685037142548
HG01525,1000 Genomes,Iberian populations in Spain,46.22499572277907,17.810807711414178,50.900759373919165,17.25522219420261,1.5698944958059173,11.833047096461707,10.403084108998646,-17.2234018179859,10.539715760822153,2.497539301602369,27.01235277087986,-1.0191921306892149,33.5390663177616,-50.685716455702476,37.629712266306214,-13.705454778123986,-2.100249270956818,26.134897548550693,24.80447538200513,34.769947256091186
HG01527,1000 Genomes,Iberian populations in Spain,45.64909170262525,19.762481826788285,48.87557418631684,-7.96903474309809,4.249725607813001,-6.598755344102904,-2.126150290540808,22.63755753832836,31.10297019672019,-11.890768628650402,19.249618068946447,-4.750852099517687,30.616135654814016,60.737058526025415,19.58161522413749,-31.914579637247634,-12.10986572391222,13.961807395776841,25.107698833215178,9.555600630092883
HG01528,1000 Genomes,Iberian populations in Spain,47.3526448236479,13.369819152830008,54.24876896594507,17.4923895931177,7.663408870915163,-3.0865713907071037,34.52001358581577,-9.82267257959911,10.226221086793242,-29.00644565865634,-5.194412664307522,-5.421753175012252,-16.513373452957932,-49.78777131064499,-18.4141230482617,-9.60398602394497,22.324832126185257,-16.092232130493507,9.949323562246642,-6.185395906847786
HG01530,1000 Genomes,Iberian populations in Spain,43.56457605847289,17.759078897997124,59.56269445063644,9.05615859067833,0.4123002262747363,-1.2722245171758566,17.86209481735663,31.537144504071822,-2.213151814801151,16.484085951488545,-4.2873252794966366,-32.298536812410845,33.42167520706937,-11.98030862069794,19.33459425226284,-25.64070880606917,-23.766370384304786,-38.74762006719419,-26.252142580672917,20.351331658872848
HG01531,1000 Genomes,Iberian populations in Spain,43.5999142084867,12.967801525887541,69.04754508071217,15.464675791312969,21.289809209138816,-21.316998518685452,24.619626845405566,-25.623322994947472,-38.516530538940835,-62.085163556408,7.660381757743683,16.49098927671289,-58.27440532270157,64.42962902149065,25.78119582900137,51.48636389445795,-59.02604825118916,-4.755480214670355,20.484828323472655,4.753353036495471
HG01536,1000 Genomes,Iberian populations in Spain,40.549022890403236,3.2841103717920936,42.115794073865935,5.014014628746425,-1.6584597095600129,-16.681726179202688,7.862294215917195,-30.572075268877164,28.40310122672119,-10.567628419608802,29.831795687817724,17.545739749320802,87.80351491479409,49.28075440551127,-43.81567420415665,-17.216525386694244,-28.332215240077108,-13.511264738884899,-10.157715788273862,2.0359817683955885
HG01537,1000 Genomes,Iberian populations in Spain,46.18280690469032,8.223749726800841,37.42617304661767,-11.365593498245616,-2.7230934563271387,22.093383286271578,10.435524755713086,41.59892775318305,4.270037019636539,-30.321964026744702,27.10126921874322,-27.39589277497792,29.97695407541845,25.6419572786214,-32.69271950662802,-26.274350256555085,19.172716657464697,-9.995574086136601,54.832444013075246,-14.792427663880131
HG01602,1000 Genomes,Iberian populations in Spain,40.145428683527065,18.435341163269573,48.792945147317305,11.076883102089147,-0.5474748891090647,4.031235716175646,4.178660988832901,-13.625111084688534,-40.740866692809035,26.673533757353592,46.31365151060667,18.36945951362103,56.10231712024273,36.93629145389305,10.982808618221766,-0.5867241612628327,2.4811395305189268,-9.976371323050207,-46.03360935763546,-5.391262641197849
HG01603,1000 Genomes,Iberian populations in Spain,43.45959304487608,15.78214702875526,44.063271393575924,-9.632296158733135,-7.243997094947467,20.40817967228566,-4.048870678472919,-14.896433381425815,-27.942899134663207,10.210658036309445,37.31514313655755,4.8998140420437855,32.46632493991648,21.585015749764537,24.57636819232327,-28.001045124273567,-17.1588439505346,-27.223089746364753,1.087078157931195,-4.313984135331807
HG01605,1000 Genomes,Iberian populations in Spain,43.42311706265512,5.893940580456794,55.67455075167803,2.5553962852432215,-12.990223204370983,11.552282062318637,11.933572626142155,15.245007497947617,-0.3749675916345782,-13.577150758542327,-12.434771985089288,-39.55004725463219,6.834815409494296,46.90072212073802,-9.044052588941637,10.559059271236036,-56.125373109907045,-18.09260177209401,13.020931779243927,-13.005924635207311
HG01606,1000 Genomes,Iberian populations in Spain,39.599423097356585,8.014337463430987,51.98222813235432,-4.194304370640191,0.7211389999967667,8.83542481177847,22.60061832858382,6.205038098214464,-1.8126970272593306,-29.525702035884436,3.0776704459451025,14.572494745812186,43.221481873370365,0.8901969130964001,7.313340053090186,-16.667248261275855,10.380759899442433,11.82278638944181,-18.099780127375936,13.637024622338815
HG01607,1000 Genomes,Iberian populations in Spain,44.60445633971359,15.07841474620019,48.17048728867169,4.413860409999771,11.697199072749989,-3.7314261201667134,1.5366669661063916,4.97396123589003,14.80482366812788,-12.174822734011443,-16.639744328773293,28.88762963508248,5.36726792408576,-28.78702038983948,-15.50663144461618,-2.1703134858306226,25.521486500904576,21.10336515175256,-22.767000405061687,46.7065245138832
HG01608,1000 Genomes,Iberian populations in Spain,43.82223033722152,14.139925613462314,66.7769416860452,9.848239386563336,1.6836895022902447,7.261461664549256,10.406971425190658,-13.907996585347012,21.28904365989143,-8.09288347873223,25.05730609939021,-8.876150436495948,-0.7762042966458169,6.13200688496105,1.8336721833800083,-33.65937225586369,-3.111835199324432,-18.427139309347346,1.2276788194348642,20.49692440573267
HG01610,1000 Genomes,Iberian populations in Spain,44.910863405668,24.864166205433207,63.61938288157979,7.152716886360664,10.807005715639319,10.255446386110348,3.6111334386945724,-2.9445083524981133,-5.764402985410321,15.857689303788131,-4.7694482829401155,2.110105643723429,34.49782291054985,14.308268021310337,33.53036317407174,32.04426261007563,29.25961854415555,15.565266346761835,-32.40982552870632,63.057309942249475
HG01612,1000 Genomes,Iberian populations in Spain,42.88643244389839,16.33327674752957,60.930777911476,1.434214328899594,13.577416027227516,-2.4440540366601926,-1.1597262031080435,-6.708576973593038,-9.817689757903818,-2.3724844280003334,4.275961437496609,59.949313977451254,-10.164210099718625,-42.864437694413034,29.543365450353313,-2.436185568398864,7.724466148901819,1.450117780173761,-11.008559560073149,5.045858521611957
HG01613,1000 Genomes,Iberian populations in Spain,42.72763840951913,18.251123332594098,31.430690595603334,1.126580130011918,-14.24094072722814,-11.73165270146145,-7.897069387613348,39.147363598692856,-53.46356622472539,-29.818592481259717,29.44335505011282,10.632987818224287,39.700247984322424,-31.77918485859638,41.391188636386886,-19.17879131211857,-14.375268245819962,-1.0694917279800638,8.008118346580668,-39.63487146134495
HG01615,1000 Genomes,Iberian populations in Spain,40.80043315951446,14.049355468902034,32.42337459149593,-0.40142669094803163,-14.079799841773848,3.4425443325875125,18.416242671832304,-1.9872396189850385,-39.81999610129802,-47.69770277466389,6.933982937575827,-10.816556485278324,68.30848040694306,-12.566159391026863,40.4267534255971,17.4326540060518,-23.096652992368522,-28.41410626830805,-26.4479417526845,-12.071108903910678
HG01617,1000 Genomes,Iberian populations in Spain,44.62806192525179,28.81056865746685,60.70117916723023,10.913014373274285,2.815585032489888,13.249757957830411,7.490967069605895,-5.221065020254822,23.762391454800095,3.3608966153032926,-45.883920309600256,21.056687185266615,-26.066236194300778,-49.47987631382968,-4.746469529641507,-58.7560542909297,10.886707999266866,21.934804761910627,-59.69672474636557,-14.298235228277086
HG01618,1000 Genomes,Iberian populations in Spain,45.15526064942336,18.86760074393282,58.07390514856763,2.137341717521687,-8.476349613569463,14.731358756893847,4.779620593166059,-17.674091717416694,5.4182562337857965,2.7177078468067055,27.07184846959109,-0.33197762653433766,8.113986498419095,-28.183148159741684,-12.844350153078807,-5.804914394105006,-17.61590984229943,35.00167340999815,7.556719605079533,-32.67152029045798
HG01619,1000 Genomes,Iberian populations in Spain,46.63428795927255,11.923970020345987,63.17428963651706,-1.1022376630667947,13.716528562878983,-9.334026325798517,0.7034065355579172,20.147100009898114,-4.83912894427534,14.9876917243636,8.669791323370166,21.93918056578153,1.7018374064406963,22.645153453007612,-29.63395492788436,-43.9071339374398,12.999991620388476,43.47625703678646,-35.292263598904135,-43.41215708363928
HG01620,1000 Genomes,Iberian populations in Spain,44.50872656282485,14.224669021305367,64.06659206241447,1.8125157327786514,-4.2004652313237,-7.07577125154146,-7.061030452393683,17.760222042495137,-1.0018091534464364,14.184429560003627,-21.161313147682424,-5.276238827805992,-22.277024489561647,-34.87233992662804,2.6919286700365235,-25.24160353525756,-0.3286099216585964,-3.899085415068522,-6.314973915309474,1.9484521981625145
HG01623,1000 Genomes,Iberian populations in Spain,50.030387822299545,23.14929945484988,57.61902423814134,13.27085951452189,-8.963679870797531,6.552240766323275,-14.01807065780638,-22.507994286660633,5.700108465342737,-4.535620722365092,10.838184098739774,-26.255806730781654,-40.66057087131235,-3.0793750364316574,7.595909804828355,1.4287201118924497,5.453238234816348,-16.114491996239718,-13.114168425212219,-42.73740319760892
HG01624,1000 Genomes,Iberian populations in Spain,49.55772028198297,24.552670866976595,62.83383261071906,7.513654936630955,16.56307675020966,-2.7459827334752993,8.45683538358272,15.95085813268683,5.962947615808481,15.621176318118051,-8.026363911881536,2.885428352686898,-12.163241580851937,24.277002589591117,15.883637474780146,10.630887101007252,-22.72947099208073,15.542906369514176,66.26628367121859,-21.900338322340765
HG01625,1000 Genomes,Iberian populations in Spain,40.61572854721459,8.798807835426866,26.217962598894054,12.966541930685727,-25.072077855015884,-11.495468129059168,-12.571026357808059,-16.5239430199533,0.3104582987007345,-22.87467544769691,45.55172577272465,42.19196260306036,18.703785290850366,42.08986053807155,-42.9423547499879,27.881621705706472,-33.14784713069042,-14.869973037478259,21.595152995288316,-5.225579416308291
HG01626,1000 Genomes,Iberian populations in Spain,54.06417457788674,32.97540906186193,7.857609671165431,4.835449344466774,-3.331825395377194,-6.675340080920993,-5.7587310642211085,14.624814548176364,37.335747012022075,-27.755757883366975,1.483118004784472,-11.321703119116595,-28.621352065393822,16.33533128939584,5.016256768168095,-1.7970803446204013,-15.659082809510272,13.962660816881383,5.355355565024137,-33.5589337589386
HG01628,1000 Genomes,Iberian populations in Spain,56.73148082700534,49.49421675321528,45.97423914531225,5.230791152837245,-0.185295924427581,6.88311204582899,-12.43000877134602,2.7552233454981803,-8.791479158582908,-49.98408370533056,87.84598502466395,49.70575654961928,32.154043932078636,-1.9397746106826619,109.95374375876136,56.68714940845851,9.7417296340083,-30.604930531398175,19.037173850289573,31.9217296206246
HG01630,1000 Genomes,Iberian populations in Spain,57.04551268794625,32.79227628709301,47.10434660682262,3.460840746606031,-12.949356567386745,-11.04487522048415,14.461702619131438,7.292326784355516,-4.458718931752667,21.468455457214837,55.85382322316945,43.349490151244716,12.9244783822238,-31.56882292003266,66.92763479697007,0.8750966009658565,-19.218058440784297,-14.320878237418066,3.5471512206019424,-1.4444357227963962
HG01631,1000 Genomes,Iberian populations in Spain,45.81137885776932,11.035582075010492,23.017634710105913,12.875005052915048,1.0234541786519216,9.75364843303455,7.018654787171627,30.223476083720513,-11.57651645859076,-45.25275688726179,-27.74564518564607,26.933045223596416,10.834888421485488,-2.1546852227392748,55.6404484062769,1.2807361845022864,-28.822984970605656,-0.5989996769863294,16.72022638357358,-21.48949070767053
HG01632,1000 Genomes,Iberian populations in Spain,44.36078127881421,23.415219486444553,29.47774032553212,2.6769921848044596,-16.920387208063197,27.606584494580154,-9.37813583283023,4.142318701400054,-57.573428733754696,-4.754449139719342,53.319235267097305,-10.363465367454626,-10.833962438365756,-27.66180178488195,30.008552287758125,28.46531019827166,12.634656333617151,58.60813830379948,-65.84898347212165,-49.60742903724666
HG01668,1000 Genomes,Iberian populations in Spain,38.164617257252296,15.339719229262139,54.71751052955861,13.066449026121532,-2.673063865734156,17.081469673261964,-9.973761004748567,0.6747851835886001,-1.0577930650713725,4.326919949354712,7.430280651473263,13.481406873915274,10.251811231442666,14.734681256790715,22.90358815798238,-8.054758881988974,27.787535693506058,-2.687042930242376,44.04051131865287,35.24930365739354
HG01669,1000 Genomes,Iberian populations in Spain,44.688706986138335,24.45001007523973,67.32125682921122,-3.5475762652807097,-5.8539663622997935,10.790899779094527,-3.237648706581899,-11.47496394156056,32.05020315833357,-5.913585887651379,-0.2973672858953644,-15.771235372218314,32.89357354592198,1.7816052349038987,37.8203337485841,27.585186038559517,4.1831704473580755,44.92676205155246,-19.27124504173266,34.247830782855814
HG01670,1000 Genomes,Iberian populations in Spain,41.1262271637843,17.255830532773068,32.20976329089539,-4.432765004857689,-16.22025279090311,6.726421580104657,-19.243401629756143,39.59074958255622,-2.624709680861369,-30.92329468156272,24.522624099901456,-31.866828608285516,31.36697039832738,-4.277096834127546,20.041705920765963,-2.083826662674393,-33.29293076936135,38.23923385868548,21.516583905616812,22.739970653313694
HG01672,1000 Genomes,Iberian populations in Spain,36.477079750507805,8.52122182864683,24.107126570243977,-1.4209300638909126,-6.273133903077467,4.096692017190993,0.03444627004962768,-9.420469033157522,-15.880161958542434,-43.68087266944105,3.9354927219324263,0.14439752184831797,25.44296768295162,-5.413385517847749,2.4381893648518584,-24.52973392437332,-19.95775536874437,-13.550348944305142,3.1149031397212137,2.6193297960296213
HG01673,1000 Genomes,Iberian populations in Spain,44.74235221689146,6.126121076974466,51.35329470717412,12.288273917687878,15.27089420071055,-6.50908416985644,-3.5414193260905167,33.575545284961514,-7.717532980785091,1.2078655131484106,0.3326044745603216,15.014635706296279,-4.030977910933264,37.19318384539252,22.40840981681921,-22.11540147849807,-1.7722401846544968,-3.4973976460872755,18.429623968785148,-17.130534350810038
HG01675,1000 Genomes,Iberian populations in Spain,47.7774164516999,11.105101642841603,82.27691684136165,6.484890214838759,-6.210544300794127,1.76471741181924,-13.89812533911305,-17.85489768865196,6.257745431502195,22.125593324083507,-2.231403602212804,2.3200491633303324,-16.01121279538202,23.791769985802432,-28.080244643896187,21.671531392540192,15.540066824751907,-19.019862321885782,-26.340871580770578,-3.4352619951063468
HG01676,1000 Genomes,Iberian populations in Spain,43.359778505370215,7.376252520788871,80.47275006281654,-1.461832236483747,1.65659752064813,-12.361690450229776,-9.618511060871361,-19.804618511460713,8.495697135260627,3.652465467596315,-1.4235541627402246,-26.9653006219351,-29.753843215776286,19.699861068114235,13.352017445703442,4.265050368464843,-6.828760498512681,-51.39648519730855,-21.17922734320841,-25.06130909669912
HG01678,1000 Genomes,Iberian populations in Spain,47.76477042389046,13.167018863272666,85.77720049293474,-4.977785814461276,-7.670029392971846,-7.446988393536844,-7.197857838721221,-8.314205789206131,18.162180511083236,16.117284953777933,-22.75136498408162,-28.166474156652477,-32.88991206709095,-7.047563411730653,37.66120343309076,29.874293912838194,-52.306621440299544,-75.81622396185429,-7.878971125111155,-49.14679724472128
HG01679,1000 Genomes,Iberian populations in Spain,45.63116575018919,9.84063318997877,66.63367978477154,3.2342044126757346,4.02539305151414,-50.99293383110471,-7.083169901891707,-51.74326511741765,0.8166335042018055,-5.069556843188832,-29.77841598217744,-24.231623500934667,36.13918014654043,47.833857663937536,-57.00577974584987,10.266841525449319,-40.23944171197586,0.006496766593696209,-37.98894807122837,-37.60493578413954
HG01680,1000 Genomes,Iberian populations in Spain,40.976317343620074,17.42049167184536,69.80394007763425,9.239839101977397,14.85074828869228,1.7014507672952792,-3.963046837025899,-5.576607626116208,-12.48156679075923,-28.243133346295366,2.278253019148519,14.16850241352042,-9.381065462803308,-33.8699131792277,13.868602195722648,-17.672250070693288,-8.62732212459732,-0.2623925310921028,-13.92426360033974,54.59303691637399
HG01682,1000 Genomes,Iberian populations in Spain,44.52776476499898,8.983981013505025,61.88723940094671,0.3899885276863817,10.399615610934552,-4.631619169103796,4.408113667328641,10.962062772557077,11.739810570207148,-28.873289054815015,-8.505904869367177,-41.48546896811224,24.88012336349094,-10.211787621655855,-32.008653548299066,14.121965495233235,20.647563000593575,7.352544658661042,-41.14347227818672,34.64594059537812
HG01684,1000 Genomes,Iberian populations in Spain,40.816799843770205,15.231120913651141,75.41728264583547,-1.2806088747044564,21.82175256507391,24.464095902867882,8.84208884890324,21.874984535475047,14.965435989859685,-1.9075111462729535,5.433555428700279,0.6668066646257419,-31.92680123140389,39.60903823542292,-25.806502381184757,-0.045856422466251184,15.520674096067008,7.142992194450249,13.2560609882295,15.294095624608195
HG01685,1000 Genomes,Iberian populations in Spain,41.72804504442285,23.90547441947296,38.605246651519074,3.8559827376761953,-2.2578858191891156,-16.97351924776268,-2.7834195346173938,-8.447724812594064,6.836028820866074,-26.52164256462433,37.28012801901856,34.96028150892785,33.43016933164128,-7.9215968568919175,5.814844118954341,-22.084781049966683,30.535493015725198,12.357017869779133,-10.03683664167894,17.9263486435883
HG01686,1000 Genomes,Iberian populations in Spain,37.47372126624797,7.129530300622224,38.592160245931375,18.45244788169275,1.8822411818069225,-2.6850962403062266,-3.6914244542765706,-1.4557404483900072,2.965336140558601,2.0631320883900064,21.822255597410244,22.375581007622547,-6.755422845307268,-28.208579972399257,-15.261532842273748,20.897535693495172,8.041543305513038,9.02944374042877,-3.023904445351342,20.862242079279117
HG01694,1000 Genomes,Iberian populations in Spain,48.059289173966675,35.299301531998196,37.71899426033781,12.79811700525106,-5.287048713425253,-13.860819730887009,5.34811834374971,-5.945319565207024,-74.436750427098,-54.8148517954046,41.01849886271534,87.4988738120721,66.14877475132377,-40.78383293245251,10.890398714749155,20.689831827494437,30.65011470617024,-55.57493681878919,-58.302990964292725,30.976590786749373
HG01695,1000 Genomes,Iberian populations in Spain,49.69557609439616,34.1748763131721,57.863250066701006,5.229055532453795,-15.808222041334789,14.351297176923183,0.013460787071550875,60.74694643348731,-13.9774513534316,-8.454998050984102,11.320506339990654,80.82582831547252,2.6316768143258873,-39.45161721964387,14.116736450684526,-15.180174152353482,-0.6045015734091219,13.394119145347084,44.472011676387964,-1.012203065455744
HG01697,1000 Genomes,Iberian populations in Spain,51.39335101154656,24.290159913357186,64.13619682663021,13.857654597917627,-9.332873681284187,12.106195921379285,-14.855988449023474,-7.484088207953328,36.41888397956288,6.652395072663976,41.542478674829034,-5.34758506629173,16.247242076540424,-61.087636497744235,33.56262719426092,20.760632437469603,-15.893869194644896,10.750795506060685,89.51988422612642,-101.08017648233114
HG01699,1000 Genomes,Iberian populations in Spain,53.07411114864024,23.06546298465348,58.42497340312376,-7.833732392373693,-8.623771197705892,-6.607804227604868,31.06366961059535,-22.653039288022892,-19.069577452145328,19.556115382907514,36.52637601790237,30.446129250788488,-1.030459336730223,10.965067959370385,28.60640414231867,56.12909986513511,-6.2747607051728505,-57.91915546733329,49.09913969280443,-12.966871426832943
HG01700,1000 Genomes,Iberian populations in Spain,42.07172158871789,3.317268595530489,151.09418414068261,8.563354803025357,-1.3179005257790257,39.1216720538373,22.582741421263858,-2.474206397551413,5.7284861890036085,34.60149410071148,-62.828409329652004,-99.24698682451874,-71.32792804400803,-7.407140303899982,-66.63658970131885,6.281519643462357,-26.863585593170118,48.47352603238876,-2.928253762317514,19.53287733418365
HG01702,1000 Genomes,Iberian populations in Spain,43.79752057614573,-1.885560708886336,159.69814159525308,11.306195287522165,-13.010760799764872,-17.791450218390107,-13.79379386582734,-33.53113062326576,45.095058724971295,80.94638595549624,-32.686416898311144,-49.54044087338502,-39.54788986989117,10.611744323432953,-32.319020642063585,-61.22450021436122,-49.257716527298356,-30.057931306003624,-10.110205572141254,-28.02798367366405
