IID,cohort,pgs_genome_wide,pgs_name,pgs_pc_corrected,pgs_pc_corrected_complement,pgs_pc_corrected_matched
sample269,EpiSLI,-1.0264934795596605,cp.HAQERs_1,-0.27441836497730887,-1.017465154669703,-0.5753284350596217
sample269,EpiSLI,-1.0264934795596605,cp.HARs_1,0.9374031454163128,-1.0261539262450887,0.5880801581902586
sample270,EpiSLI,-0.3042267206703453,cp.HAQERs_1,0.15502288768360853,-0.28253880803324105,0.19744956427298216
sample270,EpiSLI,-0.3042267206703453,cp.HARs_1,0.3678899942073909,-0.3019144744175526,-0.4449403690547536
sample271,EpiSLI,-1.8332372600079705,cp.HAQERs_1,-0.7194969197482058,-1.819034902712134,-0.9387542703070414
sample271,EpiSLI,-1.8332372600079705,cp.HARs_1,-0.946553208987282,-1.8275032825286037,-0.7593330792867863
sample272,EpiSLI,0.27039689407978984,cp.HAQERs_1,2.240350252013717,0.2688162999435006,-0.758783425117957
sample272,EpiSLI,0.27039689407978984,cp.HARs_1,1.0520682490697755,0.25922834581052767,2.5872714628807105
sample273,EpiSLI,0.9710364804919694,cp.HAQERs_1,-1.1885448198149977,0.9673745631825527,0.10810609270101033
sample273,EpiSLI,0.9710364804919694,cp.HARs_1,2.5442758518207857,0.9459402574189462,1.1362185772187972
sample274,EpiSLI,-0.3437074214550644,cp.HAQERs_1,0.08050470452706265,-0.3264665439862573,1.9873652025758306
sample274,EpiSLI,-0.3437074214550644,cp.HARs_1,-2.0473405295379714,-0.34951543679130176,-0.5159759032651086
sample275,EpiSLI,1.6348947694814369,cp.HAQERs_1,0.8306239961985638,1.625495160939391,1.0085393328929204
sample275,EpiSLI,1.6348947694814369,cp.HARs_1,0.9011010740038682,1.6365982518764113,-1.315257379327852
sample276,EpiSLI,-2.9573451655616663,cp.HAQERs_1,1.087431274157254,-2.9648245830139377,-1.5814816874419857
sample276,EpiSLI,-2.9573451655616663,cp.HARs_1,-1.5615270796697773,-2.9503788156388944,-0.7055681077446391
sample277,EpiSLI,0.8230486427941054,cp.HAQERs_1,-1.106268032922358,0.8377700539577383,1.278551561299637
sample277,EpiSLI,0.8230486427941054,cp.HARs_1,-0.6255335610344882,0.8250524598296864,0.27190963710367066
sample279,EpiSLI,0.15520718244777498,cp.HAQERs_1,0.009403369984997438,0.1724045548915383,0.9384603030684552
sample279,EpiSLI,0.15520718244777498,cp.HARs_1,0.9670288386734608,0.1667656252690771,-1.414290499692885
sample280,EpiSLI,-0.2785899541205097,cp.HAQERs_1,0.10479025248910329,-0.2847498741707404,1.0926000120676198
sample280,EpiSLI,-0.2785899541205097,cp.HARs_1,0.12276714467791466,-0.2839026400686108,-1.1932741312048711
sample281,EpiSLI,0.034529380114961046,cp.HAQERs_1,-0.3351250220983179,0.04090674447593591,1.5748570150514265
sample281,EpiSLI,0.034529380114961046,cp.HARs_1,0.3818987640003501,0.04691696554091249,0.97552438620845106
sample282,EpiSLI,0.517755050542488,cp.HAQERs_1,1.5523447823033973,0.5117882973651491,0.30867359589180554
sample282,EpiSLI,0.517755050542488,cp.HARs_1,-2.170241019549384,0.5211212183894705,-0.8412412690912192
sample284,EpiSLI,0.1417956486407602,cp.HAQERs_1,0.5102336851515324,0.14550245587237295,-0.4452074635699536
sample284,EpiSLI,0.1417956486407602,cp.HARs_1,-0.7701349923709131,0.13610433199482688,-0.3859829159766032
sample285,EpiSLI,-0.3475756940974311,cp.HAQERs_1,-0.10645571375449403,-0.328417960149804,-1.4920050645793141
sample285,EpiSLI,-0.3475756940974311,cp.HARs_1,0.6025315305024872,-0.3405593317680256,0.1375746529800221
sample286,EpiSLI,-0.42145642201569966,cp.HAQERs_1,-0.8297256984862297,-0.40283986823770357,1.214676294877302
sample286,EpiSLI,-0.42145642201569966,cp.HARs_1,-0.18896717535993102,-0.43480851283455624,-1.4155246023846813
sample287,EpiSLI,0.24800905087348626,cp.HAQERs_1,1.1919117448840764,0.2473149422204157,0.27918254517729096
sample287,EpiSLI,0.24800905087348626,cp.HARs_1,-1.1417655872906787,0.25367899835224494,0.06621625486662171
sample288,EpiSLI,0.9279630904868639,cp.HAQERs_1,1.5538684371990592,0.9527942143224261,0.2600262044879193
sample288,EpiSLI,0.9279630904868639,cp.HARs_1,-0.2902527271775376,0.9211757418006339,0.6996535375870238
sample289,EpiSLI,-0.5782357605309189,cp.HAQERs_1,0.932405352980951,-0.5679044902317688,-0.6494567665235155
sample289,EpiSLI,-0.5782357605309189,cp.HARs_1,-0.8754076903398704,-0.5825483404146062,0.31683021800869293
sample291,EpiSLI,0.05798265559431194,cp.HAQERs_1,-0.08431608190584758,0.06924231734125984,1.066033558317073
sample291,EpiSLI,0.05798265559431194,cp.HARs_1,0.08661996870185004,0.05542253000779177,-1.7087603089712753
sample292,EpiSLI,-0.17590589845263968,cp.HAQERs_1,1.159142393969887,-0.19333182068474775,-0.35945453453539666
sample292,EpiSLI,-0.17590589845263968,cp.HARs_1,0.24128232775469904,-0.15954774419538328,1.707374336158769
sample293,EpiSLI,-0.0327988928152407,cp.HAQERs_1,1.6235057807227211,-0.022654638357684852,0.7413912375981291
sample293,EpiSLI,-0.0327988928152407,cp.HARs_1,-1.0815155239378587,-0.03217803061604031,1.4332153856168586
sample294,EpiSLI,-0.656986925909614,cp.HAQERs_1,0.18774937855898072,-0.6562486858334582,0.19699455115031284
sample294,EpiSLI,-0.656986925909614,cp.HARs_1,-1.3917521480485815,-0.65017470648124,1.0090306759266752
sample295,EpiSLI,-0.7787917967626381,cp.HAQERs_1,1.5208314062340271,-0.8106427343252697,-0.6772513829681649
sample295,EpiSLI,-0.7787917967626381,cp.HARs_1,-0.7660236614736162,-0.7701059285391142,-0.6376342315755392
sample298,EpiSLI,-2.3735843348368237,cp.HAQERs_1,-0.770282396241394,-2.3642273014610296,-1.3874126626459582
sample298,EpiSLI,-2.3735843348368237,cp.HARs_1,-0.3636686115095689,-2.360338201432163,0.7543696694474354
sample299,EpiSLI,-0.6431373559408178,cp.HAQERs_1,-0.865727350612539,-0.6099512169941643,0.6520083265515564
sample299,EpiSLI,-0.6431373559408178,cp.HARs_1,-0.2641145375957332,-0.6492354965115226,-0.28688728448588785
sample300,EpiSLI,0.31356897118732185,cp.HAQERs_1,-0.21092977989922404,0.326195765308529,0.5814429299946491
sample300,EpiSLI,0.31356897118732185,cp.HARs_1,-0.3143409994116747,0.3086973432774237,2.030159405912804
sample301,EpiSLI,-0.026188860367234404,cp.HAQERs_1,0.11953156894843166,-0.009163695926740113,0.20618884669563975
sample301,EpiSLI,-0.026188860367234404,cp.HARs_1,-0.08082941328022665,-0.027570722376427232,1.4624292186235488
sample302,EpiSLI,-0.6312164224753617,cp.HAQERs_1,-0.34407188088109236,-0.6024081627085551,-1.7328971802224702
sample302,EpiSLI,-0.6312164224753617,cp.HARs_1,-0.11478354549074257,-0.6318412644950977,0.6496016015481613
sample304,EpiSLI,-0.7593784579941203,cp.HAQERs_1,-0.4758317539860995,-0.7545047601262822,0.38961555651247104
sample304,EpiSLI,-0.7593784579941203,cp.HARs_1,-0.19743289752040458,-0.7579387534273258,-0.4808143235937704
sample305,EpiSLI,-0.9941783633841231,cp.HAQERs_1,-1.8832082770891418,-0.9779809308448777,0.4041866273510719
sample305,EpiSLI,-0.9941783633841231,cp.HARs_1,0.3611917402960015,-0.9782371980576473,2.0557188589534494
sample306,EpiSLI,-1.5088346440898324,cp.HAQERs_1,-1.0660750258003067,-1.5130074897660892,1.126326753372942
sample306,EpiSLI,-1.5088346440898324,cp.HARs_1,-0.9072759989851872,-1.5191034981812908,-1.1475795295923337
sample307,EpiSLI,-1.4437096279428425,cp.HAQERs_1,-1.657447630528762,-1.4446137897576188,-1.0096906769069194
sample307,EpiSLI,-1.4437096279428425,cp.HARs_1,2.635334824923273,-1.4523895266817382,0.9043186870681171
sample309,EpiSLI,0.8891329872958781,cp.HAQERs_1,-0.732483450369632,0.9006856123795357,0.8366684938958765
sample309,EpiSLI,0.8891329872958781,cp.HARs_1,0.17471705119678269,0.8833129879792949,-0.7766536394063186
sample310,EpiSLI,0.35774212520981935,cp.HAQERs_1,-0.9524934720217922,0.35137485341864694,0.13279073452349108
sample310,EpiSLI,0.35774212520981935,cp.HARs_1,-1.8582811880412013,0.35635748202548867,-0.13289093210925826
sample311,EpiSLI,-2.2363246371389245,cp.HAQERs_1,-0.5042288922704207,-2.2381875553030017,-1.827741963916847
sample311,EpiSLI,-2.2363246371389245,cp.HARs_1,-1.5014681028971495,-2.233397343441519,0.780933003543833
sample312,EpiSLI,-1.0726299375217079,cp.HAQERs_1,-1.2310276043932091,-1.0833193270195707,-0.9147938486570221
sample312,EpiSLI,-1.0726299375217079,cp.HARs_1,0.2999355674930185,-1.0509148210355872,-0.2138711816931913
sample313,EpiSLI,-0.982887128877309,cp.HAQERs_1,-0.09942717679923505,-0.9925887893265198,-0.013922987619614562
sample313,EpiSLI,-0.982887128877309,cp.HARs_1,-2.091154706502582,-0.9692419234932451,0.09760854142063084
sample315,EpiSLI,-0.5262875469241488,cp.HAQERs_1,0.5068110711394646,-0.5222659665762225,0.2906787205223178
sample315,EpiSLI,-0.5262875469241488,cp.HARs_1,-2.194327579150022,-0.514037421070499,-1.1642706140163175
sample316,EpiSLI,-1.4508875985418361,cp.HAQERs_1,-0.4283180411939254,-1.4610788183498,0.2725455287673029
sample316,EpiSLI,-1.4508875985418361,cp.HARs_1,-2.159220977159153,-1.4435130870061872,-0.031287722672283524
sample317,EpiSLI,-0.2918390392955456,cp.HAQERs_1,0.3298125593822717,-0.29253788776887435,-0.998776678537132
sample317,EpiSLI,-0.2918390392955456,cp.HARs_1,-0.471631849923254,-0.29192872880556175,-0.7042379522943358
sample318,EpiSLI,0.3052422611570864,cp.HAQERs_1,-0.2397272736313388,0.3201710406078565,0.47400801314018987
sample318,EpiSLI,0.3052422611570864,cp.HARs_1,-0.3927184429183407,0.31711851499697563,-1.013702771771882
sample319,EpiSLI,-1.0359014452818198,cp.HAQERs_1,0.17101011905770513,-1.0359324019572131,0.9699558746491472
sample319,EpiSLI,-1.0359014452818198,cp.HARs_1,-1.6533664434955069,-1.047025412268985,-1.879898402098975
sample321,EpiSLI,0.3185152181171337,cp.HAQERs_1,0.15927632966358657,0.32511258833398876,1.3741451831917113
sample321,EpiSLI,0.3185152181171337,cp.HARs_1,1.0776559963949708,0.32256095189922684,0.20652503514222129
sample322,EpiSLI,1.2445086150505595,cp.HAQERs_1,0.3164646548591694,1.2662376937420843,0.6622207392110699
sample322,EpiSLI,1.2445086150505595,cp.HARs_1,0.21143814627959676,1.2487700794266592,1.1958582642626916
sample323,EpiSLI,0.048082732615960154,cp.HAQERs_1,0.7583825272098068,0.05341326107460321,-0.3517621955337594
sample323,EpiSLI,0.048082732615960154,cp.HARs_1,-0.6116952195319469,0.04304081922978455,1.7753253036819054
sample324,EpiSLI,-0.7471343324982627,cp.HAQERs_1,-0.521869402782874,-0.7554608704369664,-0.32587630766395975
sample324,EpiSLI,-0.7471343324982627,cp.HARs_1,-0.24845955000357836,-0.7562554363798963,-0.42362146237131093
sample325,EpiSLI,-0.7078175287372118,cp.HAQERs_1,0.040657770628341576,-0.7214884672129382,1.2332514498158937
sample325,EpiSLI,-0.7078175287372118,cp.HARs_1,-0.6147446182988949,-0.7066795438892338,-1.5196664385611367
sample326,EpiSLI,-1.0090704905449528,cp.HAQERs_1,0.3280924149713338,-1.0145362379311955,-0.3531494751756175
sample326,EpiSLI,-1.0090704905449528,cp.HARs_1,-0.7761733663076849,-1.010087722031018,-0.5098336971452696
sample327,EpiSLI,-2.9959435639318555,cp.HAQERs_1,0.08981426556343872,-3.0163434165076666,-1.0452490822164273
sample327,EpiSLI,-2.9959435639318555,cp.HARs_1,0.003836172383047893,-2.9940328389068007,-0.4114219822080664
sample328,EpiSLI,0.23259579294656388,cp.HAQERs_1,0.7936313716224648,0.22546686280532838,-0.112974422990426
sample328,EpiSLI,0.23259579294656388,cp.HARs_1,1.376602894114429,0.23932494233793272,-0.904875381312674
sample329,EpiSLI,0.4334937969491741,cp.HAQERs_1,-0.36700656126117037,0.4519995267297324,0.5197865930158158
sample329,EpiSLI,0.4334937969491741,cp.HARs_1,0.5331855699501401,0.41249618612677724,0.050459889866693815
sample330,EpiSLI,0.14293455476474012,cp.HAQERs_1,0.222389421973374,0.12836833954708474,0.7133289338713144
sample330,EpiSLI,0.14293455476474012,cp.HARs_1,-2.813298153370064,0.14603396527630816,-0.03384558631344339
sample331,EpiSLI,0.5180763402393224,cp.HAQERs_1,1.4020387484133716,0.4994399119494311,1.241125155936597
sample331,EpiSLI,0.5180763402393224,cp.HARs_1,-0.3419192880224226,0.5114503753593924,-1.7829400167186293
sample332,EpiSLI,-1.0572761847255674,cp.HAQERs_1,-0.053229481972896654,-1.069992349687771,-1.147866423090112
sample332,EpiSLI,-1.0572761847255674,cp.HARs_1,-1.213124936502157,-1.0523304038986068,1.1069343430131489
sample333,EpiSLI,1.0003425479283345,cp.HAQERs_1,-0.21020528572906874,0.9949287436829389,0.6097547535809131
sample333,EpiSLI,1.0003425479283345,cp.HARs_1,-0.07558033852650761,0.9969684523763358,-0.08191001055762916
sample334,EpiSLI,-0.45976802862640975,cp.HAQERs_1,-0.8416046463298108,-0.4335131493517123,0.9976274469656548
sample334,EpiSLI,-0.45976802862640975,cp.HARs_1,1.33539802519036,-0.4733126299884031,-0.2412624690028212
sample335,EpiSLI,0.2626646627077438,cp.HAQERs_1,0.42463944473630244,0.24576742844921284,-0.19630766663191726
sample335,EpiSLI,0.2626646627077438,cp.HARs_1,0.3769337521497697,0.2588077960704829,0.5020470406009674
sample336,EpiSLI,-1.4294811611480087,cp.HAQERs_1,0.40811511524308297,-1.4266673382435446,1.5533563676349826
sample336,EpiSLI,-1.4294811611480087,cp.HARs_1,-1.1084621481662624,-1.4112850343165475,-0.6627889541271952
sample337,EpiSLI,0.7519285984629192,cp.HAQERs_1,1.5454558811885941,0.732448009023013,-0.7644806874897377
sample337,EpiSLI,0.7519285984629192,cp.HARs_1,-0.12879639928265932,0.7240399850539859,-1.5922416345229824
sample338,EpiSLI,0.9367850239286285,cp.HAQERs_1,-0.580934476034605,0.9486587472103203,0.48168158694913543
sample338,EpiSLI,0.9367850239286285,cp.HARs_1,0.3611224842391694,0.934287111784835,1.9193773149827937
sample339,EpiSLI,1.4406827312107275,cp.HAQERs_1,0.35225500986790703,1.415707656070687,0.4133138704298871
sample339,EpiSLI,1.4406827312107275,cp.HARs_1,-0.10880714845633908,1.43425620733359,1.1036251102746233
sample340,EpiSLI,-1.5205432749545404,cp.HAQERs_1,-1.1787282393342564,-1.506421206614991,-0.4044916283647943
sample340,EpiSLI,-1.5205432749545404,cp.HARs_1,-0.716124790513413,-1.525790669188238,0.8924174598654974
sample341,EpiSLI,2.772159855212744,cp.HAQERs_1,-0.7607141532239777,2.7616727273565598,-0.5722508558836509
sample341,EpiSLI,2.772159855212744,cp.HARs_1,2.47060099016625,2.7669585321115417,-0.12944073602611206
sample342,EpiSLI,-1.4139603078358711,cp.HAQERs_1,0.7624948605834705,-1.4392987325263729,1.095996076370847
sample342,EpiSLI,-1.4139603078358711,cp.HARs_1,-1.9947273520088078,-1.413508521448332,-0.49165506427816213
sample343,EpiSLI,-1.2180910496913613,cp.HAQERs_1,1.0181413277557132,-1.2170733569285042,0.5847060133323576
sample343,EpiSLI,-1.2180910496913613,cp.HARs_1,-0.1521342677030667,-1.2243280460483015,-0.2104426628579506
sample344,EpiSLI,0.19518349519090258,cp.HAQERs_1,-0.8014315191385366,0.1793564412415221,2.358486219098145
sample344,EpiSLI,0.19518349519090258,cp.HARs_1,-1.3193178764978162,0.20365513504669047,-0.31773865916387306
sample347,EpiSLI,0.7743880410810914,cp.HAQERs_1,-0.7198404039043997,0.7943562072757598,1.4480179169990373
sample347,EpiSLI,0.7743880410810914,cp.HARs_1,0.24555503606675846,0.7617805299301301,1.4618713278886644
sample348,EpiSLI,-0.6515017663442162,cp.HAQERs_1,0.5751669627404395,-0.6514073907354043,-1.5126829440420264
sample348,EpiSLI,-0.6515017663442162,cp.HARs_1,-0.3498140657966589,-0.6637653102213285,-2.3144004356423444
sample349,EpiSLI,0.9479652482646715,cp.HAQERs_1,-0.34469063463414856,0.9254060929569251,-0.47769849853532304
sample349,EpiSLI,0.9479652482646715,cp.HARs_1,0.8936383782386861,0.9544821297213537,1.3943653438161454
sample350,EpiSLI,-0.4056227033369037,cp.HAQERs_1,-1.058400317645296,-0.38068628068011057,0.7951372799176533
sample350,EpiSLI,-0.4056227033369037,cp.HARs_1,-0.1924880366329003,-0.42150722506728855,-0.24047833281535233
sample351,EpiSLI,0.6547426275882057,cp.HAQERs_1,-0.2800435627959762,0.6292079946875502,-1.1219371852562667
sample351,EpiSLI,0.6547426275882057,cp.HARs_1,-0.5129048130819307,0.6667314627466748,-0.7715982372553956
sample354,EpiSLI,0.16797405294022416,cp.HAQERs_1,-0.8933188444501187,0.17457229602910923,-0.5721807357028833
sample354,EpiSLI,0.16797405294022416,cp.HARs_1,0.2996093557066961,0.14274933971727125,0.9390734953762793
sample355,EpiSLI,-1.917386127079347,cp.HAQERs_1,2.0942052611874784,-1.9101379142912465,-1.8203791547024335
sample355,EpiSLI,-1.917386127079347,cp.HARs_1,0.8966929824554853,-1.9194470587048076,-0.5729474424103164
sample357,EpiSLI,0.4833338537392276,cp.HAQERs_1,-0.5607763994330591,0.49420592978686684,-1.0650144683789822
sample357,EpiSLI,0.4833338537392276,cp.HARs_1,-0.2427171416740776,0.48283549736752857,1.2224657531286738
sample358,EpiSLI,0.865831534121048,cp.HAQERs_1,-0.7545935546289547,0.8517901161339038,0.6059142063586319
sample358,EpiSLI,0.865831534121048,cp.HARs_1,2.032279977005249,0.8330991025169031,-0.9399733470697855
sample359,EpiSLI,-0.020715595290574228,cp.HAQERs_1,-0.7158148439920152,-0.017864582703629825,1.7112286244814299
sample359,EpiSLI,-0.020715595290574228,cp.HARs_1,-0.8704461807323333,-0.013345387930550677,0.8571367801922918
sample360,EpiSLI,0.145003667031063,cp.HAQERs_1,-0.45491160213614057,0.14053223084133495,1.6640210612709883
sample360,EpiSLI,0.145003667031063,cp.HARs_1,0.4421104723716003,0.15522286332838897,0.20860445082229456
sample361,EpiSLI,-2.24550607451656,cp.HAQERs_1,1.130779864482756,-2.269494135225217,-1.11192835997425
sample361,EpiSLI,-2.24550607451656,cp.HARs_1,-1.078945712520002,-2.2506676356710247,0.8981916966640996
sample362,EpiSLI,-1.3416538023119022,cp.HAQERs_1,0.3834167163319115,-1.338725294215172,-0.3552831411870762
sample362,EpiSLI,-1.3416538023119022,cp.HARs_1,0.24939699504134474,-1.3584338437357983,0.632576849720481
sample363,EpiSLI,-0.03537998653021138,cp.HAQERs_1,1.0444552309637873,-0.04321896672907969,0.1618251507329145
sample363,EpiSLI,-0.03537998653021138,cp.HARs_1,1.2287600910932894,-0.0357799220099497,0.9049111860579045
sample364,EpiSLI,-1.4802200328405848,cp.HAQERs_1,0.9433467220855625,-1.4945443017040212,0.9574387648172067
sample364,EpiSLI,-1.4802200328405848,cp.HARs_1,-0.6228380818664402,-1.4740061978093488,-1.725269483220181
sample365,EpiSLI,-0.7897346488442615,cp.HAQERs_1,-1.2605979042823605,-0.7797648304163027,-0.29441109150869543
sample365,EpiSLI,-0.7897346488442615,cp.HARs_1,0.17798781369366848,-0.783651822198612,-1.9655054522866624
sample366,EpiSLI,-0.11395085430558728,cp.HAQERs_1,-0.5209783373438965,-0.1260440117860833,0.9394823094129817
sample366,EpiSLI,-0.11395085430558728,cp.HARs_1,-0.09494942717862032,-0.13277576699661275,-0.21492529949887923
sample367,EpiSLI,-0.596361397418691,cp.HAQERs_1,-1.8840313987953599,-0.6098063383073576,-0.9647693586381215
sample367,EpiSLI,-0.596361397418691,cp.HARs_1,-0.10624802144888355,-0.5916602822979643,-1.7619277082827731
sample368,EpiSLI,-0.5911806690575684,cp.HAQERs_1,-0.1844757616956021,-0.5741395585285399,1.0797521708851572
sample368,EpiSLI,-0.5911806690575684,cp.HARs_1,0.035581470752412386,-0.5776846220447913,0.74875672484259
sample369,EpiSLI,-1.003863384535456,cp.HAQERs_1,1.2663163506605195,-1.0242072444901082,-0.3461666877063651
sample369,EpiSLI,-1.003863384535456,cp.HARs_1,-0.8367811925587335,-1.0079825736870447,-1.7143416888767793
sample370,EpiSLI,-1.9351194534406078,cp.HAQERs_1,-0.480587404715416,-1.9492711066589736,-0.8033440133795651
sample370,EpiSLI,-1.9351194534406078,cp.HARs_1,1.4374707937874516,-1.9489612823960052,-0.11135823842681322
sample371,EpiSLI,1.1939611985801888,cp.HAQERs_1,2.4231754227295412,1.1784296678081112,-0.5482554692965986
sample371,EpiSLI,1.1939611985801888,cp.HARs_1,1.073775563486126,1.2057314645855777,0.04727791831230155
sample374,EpiSLI,-1.2022932422288484,cp.HAQERs_1,-0.6088880867015554,-1.1755931430340045,-1.057474616082503
sample374,EpiSLI,-1.2022932422288484,cp.HARs_1,0.9269992156964939,-1.2083660647266976,0.921432761564536
sample375,EpiSLI,-1.3001933597475703,cp.HAQERs_1,0.268242065445369,-1.303139485313067,0.28234842745944433
sample375,EpiSLI,-1.3001933597475703,cp.HARs_1,-0.13800650393432215,-1.3049744786544595,0.18031063544873294
sample376,EpiSLI,0.4571670524162488,cp.HAQERs_1,1.923690737759197,0.43832103110110077,2.2667922288754383
sample376,EpiSLI,0.4571670524162488,cp.HARs_1,-2.514767682239006,0.4401857135657604,1.7962979344833183
sample377,EpiSLI,-0.5209997224904025,cp.HAQERs_1,-0.05981119168704618,-0.5131955619909108,-0.0072370364146736865
sample377,EpiSLI,-0.5209997224904025,cp.HARs_1,-1.0190862423807836,-0.5062541756323772,0.7579457230182683
sample378,EpiSLI,1.6597830793861186,cp.HAQERs_1,0.6124435888176121,1.6666827223482905,0.06675753795917731
sample378,EpiSLI,1.6597830793861186,cp.HARs_1,0.1407750186620432,1.6751712951499893,-0.11586196319572663
sample379,EpiSLI,-2.04349034784628,cp.HAQERs_1,-0.6364605264676275,-2.0618645975603678,1.288340534130744
sample379,EpiSLI,-2.04349034784628,cp.HARs_1,1.055040679536436,-2.040366924826458,-0.9767454625480845
sample380,EpiSLI,1.0746578893808945,cp.HAQERs_1,1.3353682708610544,1.0529157260314561,0.20821347056952919
sample380,EpiSLI,1.0746578893808945,cp.HARs_1,-1.1787219062711516,1.0761975386607996,0.4792443271131575
sample381,EpiSLI,-0.0014151719588462717,cp.HAQERs_1,0.8069123880048908,-0.006923816180121293,-1.1717103285647654
sample381,EpiSLI,-0.0014151719588462717,cp.HARs_1,-1.2734772413830333,4.948236736190941e-4,0.017645828152557663
sample382,EpiSLI,-0.1364034618393433,cp.HAQERs_1,0.5624844542767494,-0.13967586562467216,1.0919496263329185
sample382,EpiSLI,-0.1364034618393433,cp.HARs_1,-0.4241434936351283,-0.1159780314952598,-0.5478438648936902
sample383,EpiSLI,1.204657050062017,cp.HAQERs_1,0.8469350202149931,1.2004339272828652,0.4115252936289267
sample383,EpiSLI,1.204657050062017,cp.HARs_1,0.1328116628083313,1.203934601713177,0.3580599901617664
sample384,EpiSLI,-1.316193741141741,cp.HAQERs_1,-0.7526798947221013,-1.3087513051641717,-1.7886192227461102
sample384,EpiSLI,-1.316193741141741,cp.HARs_1,0.052782179613165184,-1.3030518349071678,-0.019606651543798103
sample386,EpiSLI,0.25326915215156287,cp.HAQERs_1,0.7017998224416178,0.2583136239439613,0.938950117576085
sample386,EpiSLI,0.25326915215156287,cp.HARs_1,-0.42509907598764946,0.2544354182633224,-0.054177745258221915
sample387,EpiSLI,-0.5845303940351865,cp.HAQERs_1,0.5942752695679733,-0.5738179265715451,-0.6218451180094354
sample387,EpiSLI,-0.5845303940351865,cp.HARs_1,1.3015240640002514,-0.5840890509951363,-0.26054911329427466
sample388,EpiSLI,0.06710616320259129,cp.HAQERs_1,-0.9199768992674714,0.06691173197922745,0.5089858788096371
sample388,EpiSLI,0.06710616320259129,cp.HARs_1,-0.20076881239500374,0.06875114513539764,-1.0674006816609773
sample389,EpiSLI,-0.4672605287652787,cp.HAQERs_1,0.5343734023706137,-0.45529130032225607,-1.4943759706032846
sample389,EpiSLI,-0.4672605287652787,cp.HARs_1,1.313050435207291,-0.4853411795989551,-0.9938210739563658
sample390,EpiSLI,-0.5790346907848797,cp.HAQERs_1,0.05857874898141603,-0.5920070889374573,0.8617350881312428
sample390,EpiSLI,-0.5790346907848797,cp.HARs_1,-0.1403265577425801,-0.5767041348059503,-1.1908302500985966
sample391,EpiSLI,-1.8014165866136358,cp.HAQERs_1,0.6539182876234565,-1.8054740381343182,1.385496520925038
sample391,EpiSLI,-1.8014165866136358,cp.HARs_1,-1.3277478540977161,-1.8090525711061123,0.5062431886264381
sample392,EpiSLI,-0.39296648499395104,cp.HAQERs_1,0.6262747869284101,-0.39370836621121336,-0.4543115674922065
sample392,EpiSLI,-0.39296648499395104,cp.HARs_1,-0.21872366587470252,-0.3929705312259375,-0.7818906442788509
sample393,EpiSLI,-0.5013577337440996,cp.HAQERs_1,-0.883655433260814,-0.5089040330470145,0.5409303763723213
sample393,EpiSLI,-0.5013577337440996,cp.HARs_1,-0.34422398063524945,-0.48873898837767915,-0.07467843485020002
sample397,EpiSLI,0.8337088230223927,cp.HAQERs_1,0.06228955000454948,0.8285588284889753,0.6352125727434222
sample397,EpiSLI,0.8337088230223927,cp.HARs_1,-0.5285073593135852,0.8104223775347367,-0.3825756402981679
sample401,EpiSLI,-3.3581496654547753,cp.HAQERs_1,0.35148013658499244,-3.371337187802581,-1.7758471810923124
sample401,EpiSLI,-3.3581496654547753,cp.HARs_1,0.23465266491548054,-3.364347757217345,-1.0359789051489314
sample403,EpiSLI,-0.049454228138938135,cp.HAQERs_1,-0.4649180421175593,-0.03729408209433888,0.12474971942022914
sample403,EpiSLI,-0.049454228138938135,cp.HARs_1,-1.54996100824801,-0.05297218120431886,-1.2849830093118233
sample404,EpiSLI,-2.1605207548073815,cp.HAQERs_1,1.8262986043944485,-2.1693568260056915,1.3453405319265535
sample404,EpiSLI,-2.1605207548073815,cp.HARs_1,-1.9214763019388594,-2.1809194213655854,-1.8851675833883277
sample405,EpiSLI,0.9009051273944513,cp.HAQERs_1,-1.521211035473942,0.8899449177961519,0.38859337722295456
sample405,EpiSLI,0.9009051273944513,cp.HARs_1,0.671592677355506,0.902019572740962,0.6754698194203465
sample407,EpiSLI,-1.2659031681907429,cp.HAQERs_1,-1.758783386884735,-1.2520209100506687,-0.7227019774249644
sample407,EpiSLI,-1.2659031681907429,cp.HARs_1,2.5189594920891762,-1.2737311226245494,-0.2945183237181618
sample411,EpiSLI,0.05045766268123753,cp.HAQERs_1,0.4594669763193649,0.055009729599880826,-0.42090201673540395
sample411,EpiSLI,0.05045766268123753,cp.HARs_1,0.0054030016927386045,0.02952464458273757,1.0856933524419772
sample413,EpiSLI,0.9295278981388776,cp.HAQERs_1,1.247804386060192,0.9119250633375783,0.6903191903291687
sample413,EpiSLI,0.9295278981388776,cp.HARs_1,-0.1918950774590723,0.9263907425823228,0.42869106665864676
sample414,EpiSLI,-1.2199734954504937,cp.HAQERs_1,-0.5119650553949854,-1.2253546049754882,0.5516190945460703
sample414,EpiSLI,-1.2199734954504937,cp.HARs_1,-1.7464628774222146,-1.2272202381530537,-0.45215639722393086
sample415,EpiSLI,-0.006455292097065343,cp.HAQERs_1,-1.0326915201499078,-0.033550099980051595,0.11977558302915708
sample415,EpiSLI,-0.006455292097065343,cp.HARs_1,1.6848647944330457,0.007524087037408195,0.7122601103388115
sample416,EpiSLI,-2.5419541548172324,cp.HAQERs_1,-0.9414711447166548,-2.5332459775687615,-0.40116467223724256
